,open,percent300Avg,growth5,growth10,growth20,growth40,growth80,growth160,growth300,num,x3,x4,x5,slope5,slope10,slope20,slope40,slope80,slope160,movAvgDiff20,movAvgDiff40,movAvgDiff80,movAvgDiff160,var20,var40,var80,var160,sp_slope5,sp_slope10,sp_slope20,sp_slope40,sp_slope80,sp_slope160,sp_movAvgDiff20,sp_movAvgDiff40,sp_movAvgDiff80,sp_movAvgDiff160,sp_var20,sp_var40,sp_var80,sp_var160,dow_slope5,dow_slope10,dow_slope20,dow_slope40,dow_slope80,dow_slope160,dow_movAvgDiff20,dow_movAvgDiff40,dow_movAvgDiff80,dow_movAvgDiff160,dow_var20,dow_var40,dow_var80,dow_var160,5DayActual,10DayActual,50DayActual,k,300MovAvg
2012-05-01,32.05,0.871369734789,0.995032598571872,1.024944035817077,0.994723774053383,1.0012496094970322,1.170562454346238,1.259827044025157,1.1967886482449588,0,0,0,0,-0.0122,0.0855939393939,-0.00397932330827,-0.00699160412758,0.0592348233122,0.0238937393795,1.01228640915,1.00985435096,1.0100771346,1.08718235746,0.358483157895,0.375056346154,0.431475886076,7.04119243711,,,,,,,,,,,,,,,42.475,15.0459454545,-4.97787518797,1.47024143996,9.23600954202,7.32624949205,1.01384257373,1.01152548294,1.01448426692,1.04440504822,15746.7175945,15619.4562148,18280.7487189,234084.569958,0.9510140405616225,0.9560062402496101,0.9095163806552262,,27.9274
2012-05-02,31.85,0.877402407117,0.9978070175438596,1.018222506393862,0.9903606965174131,1.009828788839569,1.1569197239375226,1.2287808641975309,1.200527704485488,0,0,0,0,-0.015,0.0662909090909,0.00456503759399,-0.00832521106942,0.0583197770159,0.0241906416632,1.00379772767,1.00375027576,1.00329575568,1.07874225765,0.282015526316,0.371968205128,0.41637960443,6.92530690252,-1.084,-8.08054545455,-0.768904135338,-1.64251500938,5.27400172879,-0.422953779628,0.998051984857,0.996629345694,0.986620493048,1.03252829859,1992.13023026,2372.41284455,6300.5588129,57060.5407027,35.2938,18.3675151515,-3.48622969925,1.25460021107,9.0624350167,7.41207289292,1.01690909449,1.01596946072,1.01901389504,1.04853471045,15585.3105777,16756.8769497,18830.6963772,227965.200948,0.9478806907378335,0.9516483516483516,0.9029827315541601,,27.945266666666665
2012-05-03,31.88,0.877135089921,0.9925280199252803,1.024092515258593,1.0069488313329122,1.006630880959899,1.136541889483066,1.2181887657623232,1.1966966966966965,0,0,0,0,-0.0276,0.0456121212121,0.0128657894737,-0.00953219981238,0.0573892771331,0.0244884161124,1.00317819944,1.00486989961,1.00374673342,1.07804680103,0.243535789474,0.369015128205,0.400614177215,6.79148025157,2.4,-8.6696969697,-1.21248120301,-1.54963309099,5.1773483723,-0.377232930241,0.992371698512,0.99051759505,0.980724888615,1.02540385146,2036.30497368,2407.30953686,6381.02746479,56553.8362303,23.588,21.3227878788,-1.80447443609,1.06831414165,8.89544452649,7.49697824576,1.01500972505,1.01473439025,1.01774916031,1.04666271063,17437.6787327,17718.5215138,18831.5236298,217568.315351,0.9680050188205772,0.9407151819322459,0.9247176913425346,,27.96306666666666
2012-05-04,31.45,0.889648118707,0.9791407222914073,0.9782270606531882,1.0096308186195826,0.981585518102372,1.1260293591120658,1.1765806210250653,1.1687105165366034,0.0902302915979,0,0,0,-0.0602,0.0233333333333,0.0204503759399,-0.0106151266417,0.0564397239803,0.0247863023519,0.988776055585,0.991824152258,0.989771833202,1.0619192629,0.206811578948,0.367094294872,0.375718987342,6.64215707154,3.203,-8.88854545455,-1.67607142857,-1.45448768762,5.07644026166,-0.331571090729,0.984039978342,0.981534677693,0.971872306155,1.01514408668,2266.47844737,2558.80673718,6556.6994288,55994.1870248,13.1368,23.2072969697,-0.00324060150386,0.898755816135,8.7346466318,7.58082395681,1.00934903484,1.00961208181,1.01259558887,1.04069310382,17864.344959,18112.1140664,18830.7352177,206418.25285,0.9758346581875994,0.9472178060413354,0.9424483306836249,,27.979433333333326
2012-05-07,30.7,0.912890336591,0.9599749843652282,0.9501702259362426,0.9833440102498399,0.9563862928348908,1.1192125410134888,1.1349353049907578,1.1502435369052078,1.50691723311,0,0,0,-0.1406,-0.0396787878788,0.0356244360902,-0.013138250469,0.0534637716831,0.0256770975551,0.96451405143,0.971050363353,0.965499889927,1.03235569193,0.189626052632,0.342123012821,0.334747848101,6.22231908412,-10.656,-7.28621212121,-3.19936466165,-1.21867765009,4.74744744052,-0.194618740295,0.96291656467,0.958292208308,0.949666498075,0.988115548173,3902.48115789,3611.38563462,6715.93004707,54666.3205723,-11.6874,21.7349090909,5.20472030075,0.498903846154,8.28835791139,7.82440032475,0.993841860528,0.996851024096,0.998794389735,1.02464733178,13651.9946779,17935.4375866,17898.649643,174522.528059,1.0039087947882737,0.9478827361563519,0.964169381107492,,28.02573333333333
2012-05-08,30.48,0.91990376203,0.9510140405616225,0.946289972058367,0.9813264649066323,0.9533938066937755,1.093649085037675,1.137313432835821,1.1458646616541353,2.16763378466,0,0,0,-0.1822,-0.0615636363636,0.0370541353383,-0.0139129221388,0.0524093881857,0.0259705009229,0.958807153305,0.965297736396,0.958852397131,1.023858111,0.267899736842,0.368496858975,0.352109873418,6.10477100629,-16.061,-6.74842424242,-3.69407142857,-1.17669324578,4.62833840248,-0.148983739141,0.980102269345,0.973519872487,0.965570284322,1.00320355148,3907.11944079,3746.64871154,6526.09843315,54179.3012947,-26.73,17.2459939394,6.55161842105,0.376246224202,8.14502245077,7.9022025763,0.991594610071,0.994403524381,0.996010617298,1.02116369581,14324.5891882,18013.1855051,17651.6632778,166421.625982,1.005249343832021,0.9740813648293963,1.000984251968504,,28.03866666666666
2012-05-09,30.19,0.929134371205,0.9478806907378335,0.9458020050125313,0.9921130463358528,0.9364143920595533,1.0809165771571787,1.1054558769681437,1.1562619685944084,3.0913531998,0,0,0,-0.2274,-0.0813515151515,0.0361669172932,-0.0146946998124,0.051315625,0.0262612321282,0.951090808852,0.957789375169,0.950106804404,1.01313187032,0.377335526316,0.397184358975,0.379896060126,5.99358002752,-21.743,-6.93784848485,-4.21353759399,-1.16329549719,4.50297600944,-0.103542103543,0.959085663544,0.950389484778,0.942928245738,0.978270860137,4998.71823026,4821.60255769,6786.60168354,54033.8406406,-42.2412,10.6078181818,7.61664924812,0.248510553471,7.99699908579,7.97819408546,0.985977239554,0.988794631138,0.989946886772,1.01452870314,15821.3510135,18432.9306203,17586.0016741,163668.000279,1.003974826101358,0.9721762172904935,1.0268300761841669,,28.05056666666666
2012-05-10,30.86,0.909436163318,0.9680050188205772,0.9607721046077211,1.01246719160105,0.9486627728250845,1.0866197183098592,1.1408502772643252,1.175171363290175,0,0,0,0,-0.2292,-0.0988181818182,0.0334932330827,-0.0154063086304,0.0501918292897,0.0265502015154,0.974177662731,0.980242678356,0.971322230484,1.03447264438,0.40520631579,0.387016410257,0.386293655063,5.88816966981,-26.026,-7.80433333333,-4.73267669173,-1.17953013602,4.37164898324,-0.0583114443557,0.960943401708,0.949972563688,0.942798234829,0.976711102826,5822.60410526,5922.97789103,7020.8182591,53880.6884708,-57.5922,2.34136363636,8.32960789474,0.10965206379,7.84377213285,8.05222697496,0.979589075957,0.982484714883,0.983101866443,1.00704460352,18678.4771819,19642.0747638,17922.2824577,160489.024837,0.9718081659105638,0.9449125081011017,0.9581983149708361,,28.065199999999997
2012-05-11,30.69,0.914932116868,0.9758346581875994,0.9554794520547947,0.9935254127549369,0.9359560841720037,1.0840692334864006,1.2130434782608697,1.1704805491990848,3.45213549337,0,0,0,-0.1974,-0.113654545455,0.0289898496241,-0.0160485225141,0.0490377710384,0.0268370848837,0.97104888467,0.976168324626,0.966157720762,1.02767592546,0.439247368421,0.379617371795,0.396627848101,5.77862792453,-27.458,-9.39787878788,-5.23936842105,-1.22793515478,4.23436368231,-0.0133361636441,0.958625386628,0.945283139817,0.938353952587,0.970660371374,6635.46749342,7255.67789103,7352.65290506,53759.5620141,-64.1386,-6.65960606061,8.70112857143,-0.040273616323,7.68586814346,8.12431535573,0.981554163513,0.984590300949,0.98474226989,1.00822053537,20908.4254537,20504.230061,18295.1014247,157282.655349,0.970674486803519,0.9514499837080481,0.9527533398501139,,28.07926666666667
2012-05-14,30.82,0.912402119836,1.0039087947882737,0.9637273295809882,0.9945143594707971,0.9364934670312975,1.0944602272727273,1.2377510040160644,1.1794871794871795,2.62120595655,0,0,0,0.0068,-0.132860606061,0.00700488721805,-0.0175395168856,0.0454069883966,0.0276818311995,0.982107292513,0.983305815447,0.970987724819,1.02879507968,0.44617131579,0.378586602564,0.430273908228,5.46103331761,-20.51,-16.0221515152,-6.92162781955,-1.5508510788,3.78685627637,0.11886874762,0.964905929434,0.947400002892,0.938767079455,0.967342561506,8076.65871052,10356.2243333,8589.36548101,53688.3115958,-38.226,-30.569430303,7.31864661654,-0.537052814259,7.18587541462,8.32903912952,0.98050252926,0.984200209444,0.982531792135,1.0044358373,28066.9601432,20872.7868584,19645.6186162,147966.543455,0.9441920830629462,0.9532770927968851,0.9487345879299156,,28.120233333333346
2012-05-15,30.64,0.918127719756,1.005249343832021,0.9560062402496101,0.9798528941477455,0.9416103257529195,1.063150589868147,1.2163556967050417,1.1889794334497479,2.56203191143,0,0,0,0.0412,-0.127654545455,-0.00176879699248,-0.0178787992495,0.0441455271331,0.027955410154,0.978366727868,0.977960773049,0.965636239723,1.021727124,0.455535526316,0.390143333334,0.444641629747,5.34738559355,-16.477,-17.9757575758,-7.56743796993,-1.70744230769,3.62488056728,0.161718374161,0.956954708642,0.938541548727,0.92906068788,0.956212604207,9326.67638815,11698.3386138,9491.42608228,53825.0524387,-27.9592,-35.7771636364,6.00773007519,-0.72709575516,7.00777494286,8.39258812588,0.972185719134,0.975419262476,0.973337024639,0.994495095722,35058.0078569,23515.9427577,21141.3758291,145584.792559,0.9689947780678851,0.9578981723237598,0.9539817232375979,,28.13143333333334
2012-05-16,30.31,0.928483448807,1.003974826101358,0.9516483516483516,0.9689897698209717,0.9442367601246106,1.0257191201353637,1.181215900233827,1.1743510267338242,2.72742119876,0,0,0,0.0178,-0.118672727273,-0.0110304511278,-0.0181765947467,0.042860060654,0.0282238493203,0.970634386909,0.968076781807,0.955676596013,1.0097064739,0.466443157895,0.415558717949,0.469169050633,5.21928237421,-14.8,-19.4282424242,-8.24759210526,-1.8873510788,3.45672905679,0.203812480315,0.962352348222,0.942951797531,0.932518039908,0.958641488735,10136.3082632,12737.2376667,10264.6848085,53931.7485015,-29.7274,-39.7423818182,4.24701804511,-0.939569606004,6.82177270863,8.45324770239,0.967985517641,0.970285351401,0.967714896578,0.988202051199,44649.2373082,27370.7642605,23364.0458391,143676.394802,0.9683272847245135,0.9666776641372485,0.9726162982514023,,28.142333333333337
2012-05-17,29.99,0.938738468378,0.9718081659105638,0.9407151819322459,0.9633793768069386,0.9383604505632039,1.017645062775704,1.156575395295025,1.1705698672911786,3.1517739816,0,0,0,-0.0388,-0.108,-0.0207996240601,-0.0184367026266,0.0415484411627,0.0284865869089,0.96367346283,0.958744265597,0.946053051841,0.998117505122,0.493068157895,0.458686923077,0.50375568038,5.09122144261,-12.17,-20.2167272727,-8.96157894737,-2.08773628049,3.28382230134,0.245121134493,0.962266465593,0.942139209849,0.930697047504,0.95553267709,11013.5197105,13746.940024,11158.3997433,53834.1535376,-36.5316,-42.6865454545,2.06882706767,-1.17369212008,6.63035750117,8.51097486514,0.968781281726,0.969698313181,0.966612399999,0.9864231286,52177.7322408,31340.6920459,25749.524537,140095.512989,0.9723241080360121,0.9589863287762589,0.9919973324441481,,28.152766666666665
2012-05-18,29.79,0.945368691955,0.970674486803519,0.9472178060413354,0.9265940902021773,0.936497956617416,1.0247678018575852,1.1466512702078522,1.1723730814639906,3.88138822165,0,0,0,-0.1096,-0.0978545454545,-0.0309860902256,-0.0186887429644,0.0402104459681,0.0287432424118,0.960843762095,0.953386779319,0.940344619415,0.990581330584,0.519372631579,0.514028461539,0.548459477848,4.96205226415,-14.28,-20.4986666667,-9.73259774436,-2.30009849906,3.10586132355,0.285565397757,0.954656935904,0.933697037152,0.920905446847,0.944516253273,12319.7559474,15143.606891,12550.1246167,53850.9438442,-51.0884,-45.1736424242,-0.581839097745,-1.44064268293,6.43213139797,8.56552488995,0.959649476696,0.958896482463,0.955185864838,0.974050386918,65117.9137608,38673.6918203,30076.8553595,136982.934143,0.9801946962067808,0.960725075528701,0.9895938234306815,,28.162533333333332
2012-05-21,29.1,0.968556701031,0.9441920830629462,0.9478827361563519,0.9006499535747446,0.9065420560747663,0.982776089159068,1.1547619047619049,1.1416241663397413,5.28775217355,1,0,0,-0.1972,-0.0844242424242,-0.061572556391,-0.0197412523452,0.0360542516409,0.029474287875,0.950033463378,0.934316881115,0.921268723164,0.965230154321,0.545194473684,0.712543012821,0.708047072785,4.57865100629,-13.032,-17.8410606061,-11.9851879699,-3.03880241557,2.5457111243,0.401706673723,0.977437134541,0.951932047179,0.936345199167,0.95656436978,12551.7887566,18731.5305385,15641.6356325,53419.9861069,-63.9276,-48.2757878788,-10.2082609023,-2.42057964353,5.79550360408,8.70836754695,0.962833437557,0.955871778261,0.951051386225,0.96776616001,87792.7259208,59420.6944369,43628.3947435,129734.920569,1.0096219931271477,0.9797250859106529,1.0168384879725085,,28.185000000000006
2012-05-22,29.69,0.949512742787,0.9689947780678851,0.9740813648293963,0.9217634275069855,0.922336129232681,1.0081494057724958,1.2010517799352751,1.183811802232855,5.20571090648,0,0,0,-0.1768,-0.0868909090909,-0.0703830827068,-0.0202755159475,0.0346227979958,0.0297034849079,0.972725038906,0.953864936066,0.940922937968,0.983990272781,0.501198684211,0.755116923077,0.745887832278,4.45602263758,-5.091,-15.8255151515,-12.531962406,-3.30190924015,2.35381646302,0.438827867727,0.991595674316,0.964208221006,0.947855558467,0.967111600893,10295.0917039,18994.5587885,16091.7670692,52949.6460362,-48.7484,-47.8155818182,-13.4109703008,-2.79709910882,5.57235748213,8.74899209384,0.976374256733,0.966961895533,0.96196547922,0.978159053538,82550.4645958,63751.4493615,46754.1397833,125853.537616,0.9885483327719771,0.9727180868979454,0.9838329403839676,,28.191033333333344
2012-05-23,29.35,0.960746166951,0.9683272847245135,0.9721762172904935,0.9194862155388471,0.8989280245022971,1.0131170176044184,1.2078189300411524,1.1637589214908803,5.40761468668,0,0,0,-0.1422,-0.0934121212121,-0.0784041353383,-0.0209265243902,0.0331705417839,0.0299246474166,0.965587577313,0.944109368717,0.93123976251,0.971991091462,0.45972,0.833044871795,0.798765047468,4.33504974843,1.456,-13.7968181818,-12.9902763158,-3.57546693246,2.15995843589,0.474957973364,0.977169753167,0.948643848742,0.931704960699,0.949266533779,8728.2079671,19715.004101,16956.8277199,52415.5337295,-28.2078,-46.473769697,-16.5637684211,-3.19221986398,5.34728692716,8.78598488186,0.979000678522,0.967569972393,0.96211189746,0.977533967008,74830.9989629,68293.3172892,49856.2964239,120551.58687,0.9982964224872232,1.0098807495741056,1.0061328790459967,,28.197900000000008
2012-05-24,29.16,0.967193644262,0.9723241080360121,0.9449125081011017,0.9078455790784559,0.8966789667896679,0.983142279163857,1.147128245476003,1.1636073423782922,5.80323955669,0,0,0,-0.118,-0.101818181818,-0.0855390977444,-0.0216822467167,0.0316985876699,0.0301374164091,0.962964186054,0.939304380038,0.926258278672,0.965001727059,0.467855526316,0.925389166667,0.86473443038,4.21249779481,5.005,-11.6391818182,-13.3414793233,-3.85645637899,1.96428837025,0.510084238673,0.981391840549,0.951693709414,0.933820875189,0.95011861884,7492.21615789,20239.0063526,17779.6356566,51932.972923,-10.0376,-44.0027636364,-19.5994977444,-3.6041940666,5.12012515676,8.81930401712,0.980985687259,0.967751756716,0.961821468303,0.976485864157,67598.2490832,72736.8481426,53004.4966187,115783.985916,0.9862825788751716,1.0017146776406036,1.02880658436214,,28.203366666666675
2012-05-25,29.2,0.966060502283,0.9801946962067808,0.9514499837080481,0.9090909090909092,0.9107922645040548,0.9801946962067808,1.1274131274131274,1.1652035115722268,5.58023850085,0,0,0,-0.0998,-0.110860606061,-0.091545112782,-0.0224909709193,0.0302099537037,0.0303417702779,0.967880937386,0.94187471776,0.928391450532,0.965620440068,0.444230526316,1.01016,0.929713860759,4.0884552044,7.188,-9.376,-13.5503383459,-4.13484158068,1.76742586,0.544234570015,0.99231824679,0.961427008527,0.94240715812,0.957756921417,5767.89128289,20330.9683317,18475.0295945,51373.0269535,6.2346,-40.412569697,-22.420412782,-4.0253130863,4.8917827473,8.84897912132,0.986645638367,0.971617005922,0.96520871661,0.979205206126,56923.4224053,76100.5428664,55608.7277646,110846.60482,0.9801369863013699,1.018150684931507,1.0297945205479453,,28.208966666666676
2012-05-29,29.38,0.961086907193,1.0096219931271477,0.9532770927968851,0.9186991869918699,0.9067901234567901,0.9826086956521739,1.1154138192862566,1.1667990468625893,5.43340742007,0,0,0,-0.0256,-0.115545454545,-0.10300075188,-0.0264789634146,0.0241201960267,0.0310729418141,0.983365130368,0.953594235591,0.938189801417,0.968885517833,0.42918,1.28524865385,1.14220466772,3.62995371069,5.975,-0.639060606061,-12.7345075188,-5.15122373358,0.980939258087,0.67233594162,1.01803973432,0.987350967841,0.963566947971,0.974694711997,1751.75739473,18372.5046138,20618.5767844,47259.6476705,8.2552,-18.8939090909,-30.0555860902,-5.63762631332,3.97306432109,8.93303378263,0.988906548207,0.969242436036,0.960621176751,0.972115865109,26216.8998853,87444.6275046,65526.6755116,92174.544161,0.9703880190605855,0.9904697072838666,1.0282505105513955,,28.236733333333348
2012-05-30,29.35,0.962389551391,0.9885483327719771,0.9578981723237598,0.9157566302652107,0.9109248913718189,0.9737889847378899,1.1042136945071483,1.1600790513833992,5.18159310168,0,0,0,-0.0094,-0.102715151515,-0.103122180451,-0.0276545262664,0.0225781176746,0.0312343263836,0.984849755885,0.954789807985,0.938261738262,0.967192484898,0.386939736842,1.2888025,1.18212753165,3.50786760613,10.502,1.52639393939,-12.1737819549,-5.37043116792,0.788303306669,0.702282316173,1.01181754904,0.982888821232,0.958103965745,0.96796244858,1619.39865789,17143.1439167,20946.3417528,45999.6299991,2.474,-12.1545272727,-30.9947789474,-6.02499739681,3.73992246249,8.94562460054,0.999769589997,0.979641628442,0.970508150845,0.981583319997,23104.6428832,88897.4855461,67358.3492838,89385.9788207,0.9839863713798978,0.9955706984667801,1.0354344122657582,,28.246133333333347
2012-05-31,29.3,0.96441069397,0.9982964224872232,0.9666776641372485,0.9199372056514914,0.9110696517412936,0.9753661784287617,1.0908413998510798,1.1613158937772494,5.01475731468,0,0,0,0.0202,-0.0868242424242,-0.102567293233,-0.0288702626642,0.0210331838959,0.031387094314,0.985470200457,0.955377667639,0.937663761136,0.964871117258,0.353543157895,1.28575153846,1.22468276899,3.39055415094,11.668,3.19254545455,-11.5450864662,-5.58673721857,0.59622630245,0.731245827779,0.998894948252,0.971856666305,0.946376955137,0.954678544267,1512.70533552,16032.0434359,21212.6887911,45269.3484713,-2.8124,-6.46000606061,-31.5578744361,-6.4131146576,3.5029755831,8.95468888149,0.988404504759,0.96785851458,0.958275796583,0.968622691857,20244.8452632,92962.6262592,71082.3933443,87774.6613099,1.01160409556314,1.0010238907849829,1.0409556313993173,,28.257233333333346
2012-06-01,28.76,0.98284191006,0.9862825788751716,0.9589863287762589,0.902132998745295,0.9084017687934303,0.9538971807628525,1.05813097866078,1.1234375,5.29257641921,1,1,0,0.0062,-0.0722727272727,-0.101727067669,-0.0301873123827,0.0194817818214,0.0315303871733,0.970457728063,0.940368659828,0.921665631822,0.946533293017,0.345162894737,1.31550096154,1.28865530063,3.28154949292,7.545,4.40175757576,-10.858962406,-5.7971940666,0.405135636428,0.759224904415,1.00247429454,0.976949499763,0.950381863978,0.957305148139,1397.32621052,14698.0603782,21382.6933528,44508.6295754,-11.1334,-2.40973333333,-31.736781203,-6.80441859756,3.26233707806,8.96018398763,0.988396103274,0.967157053986,0.957030622109,0.966735297987,16702.0068345,97119.8806818,75050.1951007,86277.9288012,1.0156467315716273,1.0288595271210013,1.0552851182197496,,28.26653333333335
2012-06-04,28.62,0.988865595155,0.9801369863013699,0.960725075528701,0.9100158982511924,0.9187800963081862,0.9458030403172505,1.069506726457399,1.1037408407250289,6.56988685814,1,1,0,-0.1104,-0.046696969697,-0.0975383458647,-0.0348580675422,0.0148169025434,0.0318996691155,0.975626384864,0.94373686163,0.921642662201,0.940308713338,0.199594736842,1.32693685897,1.41044246835,2.95661304638,-9.068,4.45175757576,-8.4294887218,-6.42118867261,-0.159538538737,0.83700966972,0.983903879586,0.962800985366,0.935088573885,0.937255113236,1420.65365131,12691.5378141,21391.4795174,42345.0421761,-36.081,-2.97311515152,-30.0537233083,-8.13660605066,2.51856018226,8.95453685608,0.972394681112,0.949750504233,0.938510828164,0.945413253672,11765.075584,113384.242333,87788.042199,84612.7193847,1.0387840670859538,1.0478686233403214,1.0587002096436058,,28.301333333333357
2012-06-05,28.51,0.993097158892,0.9703880190605855,0.9797250859106529,0.9286644951140066,0.9131966688020501,0.9292698826597132,1.0439399487367267,1.1110678098207327,6.62921936328,1,1,0,-0.1302,-0.0470363636364,-0.0954586466165,-0.036679315197,0.0132631036099,0.0320010712088,0.974867498718,0.942915729594,0.919729339559,0.936233270187,0.176857894737,1.32066564103,1.44561462025,2.86199229167,-12.842,3.15027272727,-7.55332142857,-6.62159111163,-0.344746747539,0.86073680994,0.993406480359,0.973472487239,0.944917428432,0.945652276198,1455.54838815,12149.4106266,21613.1874114,41643.1960652,-49.4468,-7.9469030303,-29.0392781955,-8.67026231238,2.25891511222,8.94447006887,0.972903556839,0.950120570139,0.938103805004,0.944035514021,16754.3721608,121150.936424,94481.4231072,86086.7262107,1.0206944931602946,1.0589266923886356,1.0561206594177481,,28.31320000000002
2012-06-06,28.88,0.980879501385,0.9839863713798978,0.9727180868979454,0.94750656167979,0.9298132646490663,0.9425587467362924,1.0652895610475839,1.1397000789265983,6.35113705672,0,0,0,-0.1112,-0.0480606060606,-0.0928729323308,-0.0385868433396,0.011719637834,0.0320922684358,0.989396872163,0.957718454651,0.933182003611,0.947813637128,0.151415526316,1.27007179487,1.45357897152,2.74973205975,-12.884,1.46218181818,-6.64059774436,-6.81427169325,-0.527079773207,0.88338804769,0.996816427261,0.978312007581,0.949234780415,0.948454964342,1462.33723026,11624.5946651,21711.1224304,40619.2391097,-59.5432,-14.4310545455,-27.9446353383,-9.24614608349,1.99547931757,8.92999139682,0.976685018276,0.954020537603,0.940987163829,0.94591406714,19973.7204198,124363.251559,100286.891025,86318.3810747,1.0117728531855956,1.070983379501385,1.051246537396122,,28.327800000000018
2012-06-07,29.64,0.95623594242,1.01160409556314,1.0098807495741056,0.9817820470354421,0.974038777522182,0.9676787463271304,1.1002227171492205,1.1578125,0,0,0,0,-0.0342,-0.0448606060606,-0.089330075188,-0.0404640712946,0.0101978199719,0.0321742977631,1.01569460626,0.984946665337,0.958862563841,0.972030351353,0.143058947369,1.17392410256,1.44181378165,2.62787218553,-5.458,0.32496969697,-5.63808646617,-6.98534533302,-0.704845273676,0.905095422276,1.02191242731,1.00574963141,0.975681200016,0.973570700913,1727.53789473,10862.1524103,21533.7441756,39288.7042201,-52.1614,-19.3901818182,-26.5832402256,-9.8306836773,1.73068340512,8.91151769848,1.0002748705,0.978475733295,0.964374828286,0.968595767608,19929.1203221,119872.819712,101444.420999,85551.7822332,0.989541160593792,1.0445344129554657,1.0431848852901484,,28.342833333333353
2012-06-08,29.21,0.970778272281,1.0156467315716273,1.0017146776406036,0.9465327284510694,0.9583333333333334,0.9630728651500166,1.0672268907563025,1.1410156249999999,4.76118375774,0,0,0,0.0464,-0.0408121212121,-0.0853011278195,-0.042298358349,0.00869531030239,0.0322464508196,1.00195520187,0.973009884994,0.946057553724,0.957298850692,0.122758947369,1.08313583333,1.45926810127,2.51086238601,4.937,-0.104848484848,-4.56945112782,-7.1276602955,-0.877653605544,0.925854986248,1.02319604799,1.00991427356,0.979406790989,0.976173704823,2000.96010526,10091.5993526,21502.413443,37930.7532664,-24.2586,-22.4300060606,-24.9787417293,-10.4168819653,1.46555784546,8.8891030155,1.00377013628,0.983406411227,0.96854522528,0.97196720873,20000.9399566,114059.495798,101852.364544,84571.4209451,1.013009243409791,1.0373159876754536,1.0551181102362204,,28.356433333333353
2012-06-11,29.73,0.955206861756,1.0387840670859538,1.018150684931507,0.9687194525904204,0.9624473939786339,0.980217606330366,1.090608950843727,1.164512338425382,0,0,0,0,0.1294,-0.0144121212121,-0.070765037594,-0.0472675891182,0.00432875498125,0.0323975320081,1.02054477112,0.996747912965,0.965918320933,0.97242863889,0.103455526316,0.790698461539,1.49175088608,2.17749257469,27.367,2.31524242424,-1.34021240601,-7.39680792683,-1.36350639504,0.98175969444,1.02711547094,1.02134755764,0.989553288671,0.982633275449,3063.25226315,7010.71624199,20883.4577532,33751.6234111,61.9638,-17.7148484848,-19.3786402256,-12.0806650094,0.674750859998,8.79916326569,1.0106190264,0.995154178204,0.977545907986,0.97889593114,20604.9677503,88474.4577717,104236.477313,80779.6614372,1.008745375042045,1.0191725529767912,1.03464513958964,,28.398300000000017
2012-06-12,29.1,0.976327605956,1.0206944931602946,0.9904697072838666,0.9441920830629462,0.9390125847047436,0.9600791817881889,1.0718232044198897,1.143418467583497,3.07343283582,0,0,0,0.095,-0.00202424242424,-0.0655379699248,-0.0487227485929,0.00291728199719,0.0324258493679,0.999347505065,0.9779047299,0.946603126067,0.951378743142,0.100830526316,0.691224358975,1.50392177215,2.10235115959,23.414,3.78433333333,-0.374266917293,-7.4288935272,-1.51502339721,0.998338332613,1.01275445884,1.00971199194,0.977779854152,0.969934822462,2998.14036841,5856.40403686,20831.0887405,32874.9099441,60.7724,-12.5858787879,-17.5184609023,-12.5768521576,0.412857170066,8.76216376586,0.999568429181,0.985589311609,0.9671055647,0.96783436289,20255.3618411,78138.7122558,105988.620157,80675.5053195,1.0374570446735396,1.0309278350515463,1.0512027491408935,,28.411133333333353
2012-06-13,29.22,0.97284850559,1.0117728531855956,0.9955706984667801,0.9536553524804177,0.9344419571474256,0.9365384615384615,1.0798226164079823,1.1316808675445391,2.86065154358,0,0,0,0.047,0.0109818181818,-0.0601556390977,-0.0500751407129,0.00152125380919,0.0324429759829,1.00336515349,0.983780416979,0.95162104509,0.954942920346,0.101269473684,0.621994294872,1.50855164557,2.04928191431,16.023,5.85945454545,0.555009398496,-7.42566123358,-1.66083748681,1.01400762664,1.02707444886,1.02679168245,0.994271023352,0.985353039358,3412.60249341,5313.80858814,20673.6882718,31859.0920007,44.073,-5.54335151515,-15.6380620301,-13.0258455206,0.152406775961,8.72205451858,1.01169195049,0.999108275522,0.979586450026,0.979796074218,21116.503525,68322.0491892,106292.931943,80056.4124135,1.0585215605749487,1.0331964407939769,1.040041067761807,,28.42663333333335
2012-06-14,29.33,0.96975906353,0.989541160593792,1.0010238907849829,0.9676674364896074,0.9376598465473145,0.9406670942912123,1.0830871491875924,1.1289453425712086,2.5789742716,0,0,0,0.007,0.0237272727273,-0.0547131578947,-0.0513159474672,0.000142416783873,0.0324490384756,1.00691762363,0.989249125174,0.956316892052,0.95818555657,0.103181842105,0.544288141026,1.50331132911,2.00005219733,10.394,8.07772727273,1.41259962406,-7.38963672608,-1.80069268636,1.02873692851,1.02345791672,1.02550774993,0.993017222748,0.983081678424,3802.12565131,4726.00250641,20450.5265091,30773.5579299,24.7022,2.1174,-13.8426319549,-13.433693879,-0.106927695734,8.67873618846,1.00631103804,0.995060680088,0.974802863534,0.974412989192,20791.5176106,58083.7649372,106801.285288,79631.9494088,1.0555744971019434,1.022161609273781,1.0313672008182748,,28.44303333333335
