,open,percent300Avg,growth5,growth10,growth20,growth40,growth80,growth160,growth300,num,x3,x4,x5,slope5,slope10,slope20,slope40,slope80,slope160,movAvgDiff20,movAvgDiff40,movAvgDiff80,movAvgDiff160,var20,var40,var80,var160,sp_slope5,sp_slope10,sp_slope20,sp_slope40,sp_slope80,sp_slope160,sp_movAvgDiff20,sp_movAvgDiff40,sp_movAvgDiff80,sp_movAvgDiff160,sp_var20,sp_var40,sp_var80,sp_var160,dow_slope5,dow_slope10,dow_slope20,dow_slope40,dow_slope80,dow_slope160,dow_movAvgDiff20,dow_movAvgDiff40,dow_movAvgDiff80,dow_movAvgDiff160,dow_var20,dow_var40,dow_var80,dow_var160,5DayActual,10DayActual,50DayActual,k,300MovAvg
2012-11-15,76.79,1.09826409689,0.9587963541016357,0.8985490287853968,0.8459843560647792,0.7680536107221445,0.9043693322341304,0.8692551505546752,1.3941539578794482,13.5749348602,1,1,0,-0.2714,-0.755193939394,-0.414018421053,-0.269275492495,0.0841310551453,0.0759913981015,0.932885457605,0.888708860759,0.837579266123,0.862516435788,16.1870576316,26.6943522436,43.0033675791,36.1467037382,-3.828,5.39233333333,-0.22409962406,4.51695614447,3.90854348336,0.636511272871,1.00075190682,0.999382672949,1.02035400984,1.05444679935,985.903388162,789.774897434,20187.0813608,33826.1578969,-37.419,-32.4677212121,-19.1359838346,-5.01838975141,6.56178306522,1.34022987391,0.966748603682,0.952198082288,0.946165308163,0.96165169,38545.6300885,72793.7487744,65184.2347228,107611.592794,1.0550852975647869,1.0916786039848938,0.8502409167860399,,84.33570000000005
2012-11-16,75.03,1.12464658581,0.9718911917098445,0.8813579231763187,0.8093851132686084,0.75,0.8646997810303101,0.8570938999314599,1.3734211971444261,14.5859033709,0,1,0,-0.1916,-0.767666666667,-0.436851879699,-0.280023639775,0.0790264430966,0.0751778243291,0.918213748118,0.873393961441,0.820777047122,0.843140284587,17.4138010526,27.8494804487,46.1549239082,37.0360801887,-5.84,4.60909090909,-0.0709830827069,4.19580124296,3.93889502022,0.659049670214,0.997527520555,0.996586152654,1.0160637831,1.05013594618,992.745493426,611.480455127,19603.0550059,33612.5342059,-34.0004,-38.6359090909,-19.8102721805,-5.91188550657,6.39305532261,1.36422633672,0.966623080303,0.951868297985,0.944514202601,0.959411956661,48374.3971503,79829.6052969,71799.884941,107026.126203,1.0964947354391577,1.1303478608556579,0.8700519792083167,,84.38223333333337
2012-11-19,77.24,1.09441524253,0.9757453259221829,0.9265834932821496,0.8453540549414468,0.7733279935923107,0.9411478006579749,0.8881223410371392,1.4082041932543299,14.574934674,0,0,0,-0.4798,-0.683248484848,-0.500255639098,-0.311080487805,0.0626029960736,0.0726779871162,0.965270748197,0.911787186699,0.851976759256,0.869219661819,15.6332094737,31.7954460897,54.157683481,39.5408605307,-7.581,-0.25396969697,0.241922932331,3.23505429174,4.02336165319,0.730926616701,0.988742165561,0.988353736997,1.00416980607,1.03850529096,1051.600125,644.702814101,16883.0192263,32813.0285604,-49.408,-48.0379575758,-22.8047654135,-8.61218567073,5.83593673084,1.43416762798,0.976490319796,0.96096010602,0.949492708945,0.962963302896,66178.4915608,92209.0829153,89421.2113996,105232.573343,1.0903676851372346,1.0759968928016572,0.8491714137752461,,84.53263333333338
2012-11-20,81.7,1.03535577315,1.061176776204702,0.9689278937381405,0.906267332224071,0.8142316125174407,0.9864766964501329,0.9502209816236334,1.533120660536686,0,0,0,0,-0.1278,-0.580012121212,-0.512886842105,-0.320050703565,0.0568791417604,0.0718352440525,1.02310437668,0.967490770647,0.902867183485,0.919434159736,14.4582789474,30.4395640385,54.8695870886,39.573323522,-8.69,-1.98212121212,0.302419172932,2.91919781895,4.04817968384,0.756054994214,0.989081417435,0.989203822116,1.00402374423,1.03861271831,827.964546057,694.384384614,15875.2463149,32603.6051218,-27.5158,-46.032769697,-23.6763804511,-9.45999875704,5.63666170886,1.45691293077,0.993272695886,0.977311373501,0.964818155181,0.978205792272,64054.9325463,92955.0820513,91361.6033598,104112.758147,1.0094247246022032,0.994736842105263,0.7936352509179927,,84.58856666666671
2012-11-21,80.61,1.05004052434,1.034389837033235,0.9832886069773115,0.9213624414218768,0.8215450468813698,0.9813732651570489,0.8995647807164379,1.476644074006228,0,0,0,0,0.398,-0.449121212121,-0.518713909774,-0.328123569418,0.0510712889709,0.0709891789596,1.01252943947,0.957226998528,0.892635425534,0.907231346244,12.7729039474,29.98676,55.7754856804,39.670755912,-10.845,-3.50024242424,0.303159774436,2.60576360225,4.07073132032,0.781733011727,0.984393850771,0.984826697905,0.99837807042,1.03298828035,888.89102632,816.68653846,14836.6220376,32316.4788081,2.9948,-41.1904121212,-24.3162541353,-10.2623118433,5.43239028071,1.47948088469,0.99427619209,0.978121869958,0.964822322046,0.977876538897,61632.9206471,93619.8861977,93317.5800213,102528.323194,1.046024066492991,0.9373526857709962,0.7869991316213869,,84.64376666666672
2012-11-23,81.02,1.0461532132,1.0550852975647869,1.0116119365713572,0.8988240514754825,0.8240439381611067,0.9597251836057805,0.9083978024442202,1.4653644420329173,0,0,0,0,1.1056,-0.142472727273,-0.50967556391,-0.341445450281,0.0392430174637,0.0692893341476,1.02322526869,0.967336570922,0.900766435277,0.911942584311,9.52904105263,28.6846250641,57.3151565665,39.8166914741,-7.947,-5.80381818182,0.203033834586,2.0090304878,4.11125364803,0.834822893015,0.994292276747,0.994449668496,1.00579411314,1.04121644093,1000.35523685,864.12878846,12367.1502654,31604.8433702,49.9504,-26.8624242424,-24.7929642857,-11.718804151,5.0047063086,1.52414939738,1.00104643512,0.98348261399,0.968632436076,0.981151252222,45561.0704474,93294.3656692,97145.5245316,101149.899865,1.03468279437176,0.9758084423599112,0.8048629967909158,,84.75933333333339
2012-11-26,82.27,1.03236821847,1.0964947354391577,1.0656735751295336,0.9266726740256814,0.8611954359886946,0.9546298445114875,0.9184994975996428,1.47120886981402,0,0,0,0,0.492,0.280084848485,-0.447847744361,-0.354452556285,0.0211141804383,0.0667243818118,1.04461882269,0.99098692155,0.920449428145,0.926153681621,6.02532,24.1427840385,58.1130606962,40.002218805,3.955,-6.10242424242,-0.134231203008,1.22811726079,4.15893289967,0.918605154254,0.997445497272,0.997235981804,1.00520926689,1.04152243537,1064.13410527,884.678871793,8459.90177216,30620.1453214,37.5388,1.25984848485,-23.244206015,-13.4752477955,4.31895230456,1.59077344446,1.01774718313,1.00000780277,0.982499545483,0.994301149315,28440.2999842,82226.2842438,101055.299196,99466.2626138,1.030873951622706,0.9116324298043029,0.804424456059317,,84.9329333333334
2012-11-27,84.22,1.00920644344,1.0903676851372346,1.0639211723092472,0.9508863046178164,0.8874604847207587,0.9571542220706899,0.9415315818893236,1.4903556892585383,0,0,0,0,0.3544,0.388521212121,-0.414704887218,-0.356604807692,0.0150081223629,0.0658728601459,1.06786022214,1.01666475534,0.943934948962,0.948093112267,7.03638526316,22.3585382051,57.7166606962,39.9909733294,6.824,-5.18893939394,-0.251680451128,1.00082739212,4.17146004014,0.947486055516,1.00206860244,1.00159670246,1.00878176053,1.04539660508,1027.90986185,885.947485576,7568.54890981,30347.7575549,32.4476,9.68674545455,-22.2073308271,-13.9427798311,4.07936004893,1.61303302299,1.01528466532,0.997685603487,0.979408378146,0.990807876076,19491.7539642,74437.5686215,101976.055222,99175.561487,0.9868202327238186,0.9155782474471622,0.8039658038470672,,84.99536666666673
2012-11-28,82.47,1.03132250111,1.0094247246022032,1.071178075074685,0.9472777394900068,0.8505569306930694,0.9576172782164422,0.9021001968934588,1.4542408746252864,0,0,0,0,0.347,0.464872727273,-0.375859774436,-0.357709662289,0.0088741693038,0.0650236598903,1.04409586388,0.997852324632,0.926188233411,0.928468546186,7.62574842105,20.9538858974,57.5226006171,40.0752712225,,,,,,,,,,,,,,,27.0844,16.627430303,-21.0175334586,-14.3559893293,3.83337227057,1.63516833122,1.00863277685,0.99220543824,0.973153864986,0.984071019323,18663.7728261,66696.912223,103556.445304,99020.8338927,0.9854492542742815,0.9488298775312235,0.8253910512913786,,85.05316666666673
2012-11-29,84.32,1.00944576218,1.046024066492991,1.0819966636725264,0.9922334666980465,0.8794326241134751,0.9618982432124116,0.9277148201122235,1.4214430209035738,0,0,0,0,0.502,0.526024242424,-0.331143609023,-0.357627016886,0.00275272796531,0.0641799121792,1.06272765083,1.02203892645,0.948681527319,0.949189461487,8.82115894737,19.5605532692,56.934168038,39.9684297131,9.952,-1.97463636364,-0.462422932331,0.605520403377,4.19188624443,1.00664502199,1.01575455823,1.01514534043,1.02065019024,1.05811366997,1118.16801974,969.902883011,5900.81108228,29986.5653711,27.6134,22.6288666667,-19.6530022556,-14.7030547139,3.58537700129,1.65732850899,1.01594541928,1.00114497516,0.981154323353,0.991660087163,20845.908645,58199.5818969,104275.293111,97455.5376018,0.8961100569259963,0.8999051233396584,0.8123814041745732,,85.11646666666672
2012-11-30,83.83,1.01608175275,1.03468279437176,1.0916786039848938,0.9809267493564241,0.8867146181510471,0.9506690859605351,0.9388509351551124,1.3983319432860717,0,0,0,0,0.5418,0.566175757576,-0.282415413534,-0.356196880863,-0.0033544919128,0.0633412911637,1.05215595956,1.01804933586,0.9446551848,0.943599845228,9.52341552631,18.0802958333,56.760315807,39.8907694182,15.402,0.594606060606,-0.458603383459,0.451917448405,4.20105450803,1.03710497755,1.03035954179,1.03017246166,1.03514333147,1.07351312975,2026.65454606,1436.50115384,5264.84764399,30135.8451871,25.7566,27.4410545455,-18.1495033835,-14.9709244841,3.33618783697,1.67957317739,1.01860400083,1.00560826006,0.984750296156,0.994863327288,23901.8817145,49405.1839163,104786.526689,95827.2109684,0.9430991291900275,0.8772515805797448,0.796135035190266,,85.17813333333339
2012-12-03,84.81,1.00651023857,1.030873951622706,1.1303478608556579,0.996241043110537,0.8929248262792167,0.9532426660672138,0.9512113055181697,1.4803630651073487,0,0,0,0,0.2762,0.549593939394,-0.117608646617,-0.344540525328,-0.0214878691983,0.0608581240661,1.05183522364,1.03432820804,0.960857872398,0.954250866376,11.0516576316,14.9252050641,54.7625696044,39.4887197484,30.249,9.83490909091,0.11237593985,0.162450750469,4.22494217358,1.13194080885,1.03411869396,1.03594521926,1.03994235829,1.07909223448,5074.145125,3009.32691667,4480.05764399,30680.1714367,17.9888,31.6838484848,-12.3086048872,-15.3375328096,2.58382873447,1.74689513259,1.01651968453,1.00744897833,0.986223854233,0.994654375875,31790.0511608,40882.9085174,104570.630838,90742.9587531,0.8843296781039971,0.8572102346421413,0.7824548991864166,,85.3621333333334
2012-12-04,83.11,1.0277359323,0.9868202327238186,1.0759968928016572,0.9970009596928983,0.8667222859526541,0.9393083182640144,0.9536431440045897,1.4534802378454006,0,0,0,0,0.131,0.494521212121,-0.0615563909774,-0.338656003752,-0.0274360744843,0.0600395405155,1.02745102887,1.01528547651,0.943662411613,0.935059309633,10.9207944737,13.8295650641,53.719523481,39.4124127005,28.689,12.8812424242,0.491257518797,0.121935272045,4.23198149613,1.16460557816,1.03411248413,1.03677377557,1.04070345491,1.08004070795,6395.81275658,3734.50735737,4478.84771994,31005.8642138,12.7644,28.9870848485,-9.85739586466,-15.3463506801,2.33309460414,1.76924772885,1.0108708897,1.00292959599,0.982118244039,0.989770956526,32599.8697358,40342.7564049,103883.295744,88837.59541,0.9278065214775598,0.9024184815305017,0.8059198652388402,,85.41513333333342
2012-12-05,81.27,1.0515208564,0.9854492542742815,0.994736842105263,0.9638282732447818,0.8552036199095022,0.9208021753908905,0.9825897714907509,1.4227941176470589,0,0,0,0,-0.0502,0.408854545455,-0.00749699248121,-0.332075492495,-0.0333459710502,0.0592225504109,1.00192939523,0.994566414568,0.925040371632,0.914383438825,9.99107657895,13.1232964103,52.8653920095,39.4496998074,25.199,15.7048484848,0.982129699248,0.112498827392,4.23878675867,1.19776422739,1.03810372113,1.04192098792,1.04589788821,1.08563919905,8031.07454606,4676.44951282,4573.50922627,31445.7280126,7.8994,25.1587818182,-7.25171090226,-15.3085102955,2.08157768401,1.79131913747,1.00802263632,1.00187756877,0.981343019323,0.988283732889,29560.0655853,39546.8996164,103196.895934,87563.5663938,0.9628399163282885,0.9341700504491203,0.8105081826012059,,85.45710000000008
2012-12-06,75.56,1.13122242809,0.8961100569259963,0.9373526857709962,0.9216882166382044,0.8176604263607835,0.8548478334653241,0.8618683700239534,1.2940572015756122,2.18272517321,0,0,1,-0.4634,0.279521212121,0.0392496240601,-0.325477837711,-0.0392839164323,0.0583992424631,0.931229972886,0.927953430394,0.86303736383,0.850558474488,9.66572631579,13.2767771795,52.8459351266,40.3131780503,21.55,18.1778484848,1.57969736842,0.129013015948,4.24521241356,1.23143006746,1.03879506673,1.04401960746,1.04827172474,1.08816897682,9645.12538816,5714.31955769,4978.09049012,32005.9552782,1.213,21.2016666667,-4.50704511278,-15.222897303,1.83088403657,1.81321552429,1.01212842546,1.00800509273,0.987722143013,0.993978149129,25803.6796779,38980.7324435,101548.860921,86034.2047532,1.004235044997353,1.0019851773425092,0.8652726310217045,,85.47516666666675
2012-12-07,79.06,1.08151909942,0.9430991291900275,0.9758084423599112,0.9871394680983893,0.8665059184568172,0.8877161464181451,0.9219825072886297,1.3828931257652615,0,0,0,0,-0.889,0.144884848485,0.0802390977444,-0.3185559803,-0.0451971650844,0.0575752338348,0.971951586828,0.973327670157,0.905719170922,0.890176851714,7.885845,12.5655976923,51.7339974051,40.6668174489,18.439,20.1089393939,2.27652255639,0.172446880863,4.25141753106,1.26561687529,1.03935071539,1.04606810384,1.05064049057,1.09071596348,11253.0075263,6849.23980609,5430.99082912,32610.329264,-2.5402,17.8590606061,-1.66868646617,-15.0836633912,1.58199642376,1.83499677154,1.0136660571,1.01167868632,0.991712371574,0.997317394177,21572.0448148,38713.5426233,100001.420461,84456.6040435,0.930179610422464,0.926005565393372,0.8058436630407285,,85.50490000000009
2012-12-10,75.0,1.14093333333,0.8843296781039971,0.9116324298043029,0.9715025906735751,0.8206587153955575,0.8308408109006314,0.8877840909090908,1.3061650992685474,5.02504965084,0,1,0,-1.0296,-0.234739393939,0.156497744361,-0.296490126642,-0.0627749282114,0.0550962103012,0.922520572209,0.93078670092,0.867548481501,0.845531892406,7.55969368421,11.2613548718,48.4271111392,42.5377428263,12.479,21.1726666667,4.93209022556,0.461065783302,4.26537527836,1.37105870636,1.0274163064,1.03843748019,1.04460277476,1.08504386632,12901.4568421,9136.57851122,6351.39588252,34629.99566,19.3636,12.569,6.6713406015,-14.368985788,0.841638771683,1.89894891158,1.01460847894,1.01806194752,0.999296299233,1.00312107758,11224.5325621,38658.5828397,93989.5876335,82166.5659791,0.9693333333333334,0.9912000000000001,0.8557333333333335,,85.57000000000009
2012-12-11,77.11,1.10987074742,0.9278065214775598,0.9155782474471622,0.9741030823648308,0.8345238095238094,0.8549728351258454,0.9459028459273798,1.3943942133815552,0,0,0,0,-0.7872,-0.370484848485,0.164212406015,-0.28913663227,-0.0686149100445,0.054256998656,0.950520191312,0.959458492626,0.894961561395,0.86980185246,8.42603578947,10.9134917308,47.0040898576,43.2932597327,7.884,20.2356060606,5.97235150376,0.606492847092,4.26686363836,1.4069696738,1.0264188529,1.03918054156,1.0459901715,1.08676266692,12154.179704,9653.52985737,6598.22816298,35395.0572633,26.3126,11.9302848485,9.27606729323,-14.0313914869,0.596567315694,1.91993836365,1.01430596577,1.0191173391,1.0008756581,1.00415454883,11398.0922116,39433.4724728,91587.0106449,81802.6705262,0.9726364933212294,0.9614835948644793,0.840876669692647,,85.58213333333343
2012-12-12,78.25,1.09404387646,0.9628399163282885,0.9488298775312235,1.0163657617872452,0.8700244607516122,0.867805256737274,0.9736219982580564,1.4400073610599926,0,0,0,0,-0.4776,-0.482787878788,0.1644,-0.281701594747,-0.0744210545593,0.0534149190093,0.965977828803,0.975731408888,0.911112663593,0.883130514275,8.83220421053,10.4168086538,45.1737306329,43.9200577987,3.667,18.6361212121,6.99943609023,0.773873827392,4.26641073312,1.44314169255,1.02063674821,1.03497133549,1.04201268045,1.08288861454,11378.8030197,10233.3024343,6735.17726227,36077.6822302,32.3488,12.4218909091,11.6748669173,-13.638877697,0.353240597163,1.94088923939,1.01863381732,1.02525223479,1.0072653969,1.01008358348,12519.7437671,39705.3555563,89240.203462,81721.7915289,0.970223642172524,0.9375079872204473,0.810223642172524,,85.60893333333343
2012-12-13,75.88,1.12839088034,1.004235044997353,0.8999051233396584,0.9736943410753238,0.8399380119548372,0.8299245324291806,0.8627629334849345,1.4180527004298262,6.1434169279,0,0,0,-0.3336,-0.575454545455,0.155236090226,-0.27422739212,-0.0802218618143,0.0525670850485,0.939702039654,0.948915150378,0.886386468238,0.857038583255,10.1456094737,10.2155025641,44.4671179747,44.9117537697,-0.375,16.3984242424,7.98448496241,0.953698757036,4.26356521771,1.47955330317,1.0158050247,1.03154039991,1.03902998389,1.07981926989,10340.632,10670.9866603,7055.84050277,36740.7221697,34.2574,13.7118424242,13.7967383459,-13.1921577392,0.112468786627,1.96178612043,1.01637232808,1.02456553838,1.00692825043,1.00925339462,13352.6274842,39833.8459731,87048.9708037,81484.9875756,0.9977596204533473,0.9607274644175015,0.8442277279915658,,85.62230000000011
2012-12-14,73.54,1.1643713172,0.930179610422464,0.8772515805797448,0.9576767808308374,0.8101795747493666,0.7919448632349775,0.8380626780626781,1.3994291151284493,6.2573659689,0,1,0,-0.3982,-0.647890909091,0.135126691729,-0.266964821764,-0.0860345024613,0.0517107147435,0.914961119751,0.922996790095,0.86217154916,0.831383189192,12.7297526316,10.5038409615,44.1666996835,46.2989798742,-4.693,13.4746969697,8.87503195489,1.14124882739,4.25779062647,1.51613252868,1.0039365108,1.02069192296,1.02843621002,1.06878209206,8807.45533553,10778.6242804,7176.40368632,37201.4168395,30.4246,15.3177878788,15.5304770677,-12.6976162054,-0.12626995136,1.98252266156,1.00964636658,1.01922773967,1.00193165368,1.00373925892,12124.3350871,38938.3921076,84906.1473019,81163.7489016,0.9955126461789501,0.9917051944519989,0.862659776992113,,85.62786666666678
2012-12-17,72.7,1.1779912884,0.9693333333333334,0.8572102346421413,0.9689457550313209,0.7842502696871629,0.7586350829594073,0.8410458121240167,1.36321020063754,9.27969453157,0,1,0,-0.7446,-0.70816969697,0.0200939849624,-0.245054901501,-0.103470489041,0.0490872851173,0.920387144964,0.921089723895,0.860852948969,0.824315609697,17.7350871053,12.0718763462,44.7355696044,50.5462750786,-11.97,3.56457575758,10.7956879699,1.74396212477,4.22434840893,1.62713902597,1.00146218349,1.02157767421,1.03028630678,1.07044892563,3822.97128948,11078.0415369,7562.32722746,38402.5636964,0.3042,17.7878545455,18.4528605263,-10.8840787523,-0.823391700363,2.04440267821,1.00432834299,1.01638720346,1.0000584724,1.00050853606,10248.379224,39183.8098251,81188.3280694,79094.3594612,1.0225584594222834,1.0883081155433287,0.8606602475928473,,85.6399666666668
2012-12-18,75.0,1.14194177778,0.9726364933212294,0.9024184815305017,0.9709994821336096,0.8208383495676917,0.8022248368809499,0.8782201405152225,1.3971684053651268,0,0,0,0,-0.6408,-0.6812,-0.0301962406015,-0.2378619606,-0.10924274789,0.0481962793346,0.954016409082,0.951764571516,0.890983690544,0.851093406792,17.7875736842,12.4163323077,43.8092884652,51.6197213797,-9.335,1.04166666667,11.1387650376,1.95660905253,4.20855852965,1.66445639768,1.00245674058,1.02377578685,1.03283617738,1.07301909548,2132.58750001,11300.559101,7782.24987936,38887.4655971,-6.4196,17.8327151515,18.6991902256,-10.175332364,-1.04488625322,2.06490637909,1.0106894805,1.02363495191,1.00802084426,1.00795521461,9051.10892004,41637.9023302,79746.8838243,77732.7523285,0.9885333333333334,1.0435999999999999,0.8148,,85.64563333333346
2012-12-19,75.92,1.12820644538,0.970223642172524,0.9341700504491203,0.9292533659730722,0.8421519689406545,0.7978142076502732,0.9085686931546194,1.4017725258493354,0,0,0,0,-0.4334,-0.627563636364,-0.0803060150376,-0.230668972795,-0.11494052977,0.0473007242104,0.970906068163,0.963830948723,0.904739844096,0.862134555221,16.2711526316,12.5623835897,42.5336385918,52.5169368553,-3.207,-0.694909090909,11.3290281955,2.1783510788,4.19141197111,1.70191214623,1.00848605809,1.03072617194,1.0402050277,1.08057820048,1377.41980922,11762.9592564,8140.53715823,39402.1657774,0.0490000000002,18.0739212121,18.8455090226,-9.40692535178,-1.25742071027,2.08552374476,1.01797454324,1.03140770352,1.01686567898,1.01630698823,11341.9761292,45607.1892233,78763.5992315,76249.2278145,0.9662802950474183,1.0104056902002105,0.7930716543730242,,85.65343333333345
2012-12-20,75.71,1.13140051953,0.9977596204533473,1.0019851773425092,0.9392134970847289,0.8653560406903646,0.8035448949267671,0.9133791772228254,1.3500356633380883,0,0,0,0,-0.0452,-0.55263030303,-0.129255263158,-0.223477978424,-0.120561760138,0.0464008750952,0.973273856201,0.961619676941,0.904956282161,0.86038673935,14.7514305263,12.7377737821,41.5085749367,53.4488024175,5.133,-1.8176969697,11.3735225564,2.40764458255,4.1731986785,1.739522608,1.01105245934,1.03346530185,1.04345475582,1.08379531383,1317.96200001,12311.4469215,8610.21998379,39959.5327751,8.9678,17.5222060606,18.8050255639,-8.58946320356,-1.46157498388,2.10608673175,1.00915249533,1.02248480572,1.00909995138,1.00803940873,11659.896184,47371.36064,77730.0372036,74313.1836668,0.9628846915863164,0.9853387927618544,0.8198388588033285,,85.65833333333345
2012-12-21,73.21,1.16998907253,0.9955126461789501,0.926005565393372,0.9036040483831153,0.8121810516973595,0.7536545192505661,0.8678283546704598,1.2581199518817665,5.71024546425,0,0,0,0.2246,-0.479042424242,-0.177720676692,-0.216469418386,-0.126127002754,0.0454936646695,0.947604131611,0.931045884627,0.877871691756,0.832740901672,13.6374484211,13.4491958974,41.3212961867,54.7954588679,11.044,-2.38687878788,11.2507330827,2.6411689728,4.15362613543,1.77723745907,1.00424756798,1.02647869536,1.03680580042,1.07669297906,1088.16401975,12611.5156346,8933.86645412,40368.8141862,20.7418,16.591230303,18.6219067669,-7.72960469043,-1.65628481013,2.12667273279,1.01286252729,1.02638137784,1.01411877115,1.01250033251,12637.9379419,49902.4581177,76239.5838342,72447.3093194,0.9961753858762465,1.0326458134134682,0.8283021445157767,,85.6549000000001
2012-12-24,74.34,1.15205362748,1.0225584594222834,0.9912000000000001,0.9036100644220251,0.8373507546744763,0.7709219122679664,0.9017467248908297,1.28504753673293,0,0,0,0,-0.1532,-0.301678787879,-0.311509398496,-0.197425117261,-0.142404465541,0.0427289371045,0.981924090426,0.949437412994,0.900211157278,0.847950735819,6.20579236842,15.2264810256,38.9250236551,58.5780974489,4.904,-0.753515151515,10.0154041353,3.3308250469,4.08727607097,1.89016687282,0.995807488875,1.01629093552,1.02851284403,1.06695186838,686.250861852,12726.6315128,9815.68580341,41244.8086474,14.0176,12.4771030303,17.1135304511,-4.95347706379,-2.18858381241,2.18690598192,1.0007233729,1.01432947096,1.00569349283,1.00256180988,11094.2214577,53347.7769512,71247.4180739,68673.7860071,1.0642991659940813,1.0040355125100888,0.8259348937315039,,85.64366666666676
2012-12-26,74.14,1.15483769445,0.9885333333333334,0.9614835948644793,0.8803134647352173,0.8370780173873773,0.7686087497408253,0.9243236504176537,1.2450041981528128,5.61605242712,0,0,0,-0.2114,-0.194272727273,-0.371690225564,-0.186628377111,-0.152804842065,0.0408452833851,0.984712648258,0.947893959637,0.903475620995,0.84721019989,4.62129368421,15.7323433333,36.4891625158,60.8143013208,-6.092,0.990848484848,8.50904323308,3.73958325516,4.03734404301,1.96498798095,0.99653774557,1.01443797595,1.028254015,1.06560746384,714.28168422,12151.1046651,10225.3398382,41431.7050122,-16.955,8.95392727273,15.5611206767,-3.07289781895,-2.51029315079,2.22485056161,0.995495028605,1.0080287232,1.0025554334,0.998367385878,6781.76181688,43496.2707139,66009.9679076,67471.7793277,1.0557054221742648,1.0184785540868628,0.8280280550310224,,85.61966666666676
2012-12-27,73.36,1.16691703017,0.9662802950474183,0.9375079872204473,0.8895355886989208,0.8426372616586262,0.7656820791149149,0.9015607717832125,1.2175933609958507,5.32973191978,0,0,0,-0.0836,-0.142406060606,-0.389848496241,-0.18184695122,-0.157864335736,0.0398877679853,0.978055088926,0.938422424407,0.89657216361,0.839149240393,3.98439368421,16.0748753205,36.034283481,62.065717217,-6.376,1.72054545455,7.6520018797,3.93176641651,4.01124638127,2.00220258299,1.00609529867,1.02281311865,1.03760030195,1.0749622203,723.993157904,11930.9890769,10599.0525807,41700.6906902,-27.892,6.20207272727,14.7108078947,-2.16115902908,-2.66382842534,2.24294892833,0.993527247973,1.00509264711,1.00120637437,0.996471308662,6314.49391688,37249.2769515,62743.8842013,67185.6063827,1.0456652126499455,1.0145856052344604,0.8482824427480916,,85.60503333333342
2012-12-28,72.9,1.17405852766,0.9628846915863164,0.9607274644175015,0.864563567362429,0.8578489056248529,0.7647922786403694,0.9052527008568236,1.2099585062240665,5.64918233019,0,0,1,-0.00239999999999,-0.110587878788,-0.399698120301,-0.177449765478,-0.162830164381,0.0389195121147,0.975929743768,0.933173750808,0.893453522646,0.834763490834,3.25297473684,16.5316920513,35.8662635443,63.3834087893,-3.829,2.09821212121,6.74079135338,4.1171522045,3.98433186094,2.03924868937,1.00012777154,1.01524793228,1.03060279845,1.06743871816,688.410914483,11500.7717692,10810.6875301,41826.1907067,-32.8204,2.8142969697,13.8383969925,-1.27991156191,-2.81249402983,2.26042088024,0.991937029086,1.00250661487,1.00015351633,0.994888072001,6040.97601346,30538.5605666,59744.7014734,66911.4611874,1.0233196159122084,0.9850480109739369,0.8396433470507544,,85.58886666666676
2012-12-31,72.93,1.1730385301,0.9961753858762465,0.9917051944519989,0.8699749493021592,0.8533816990404869,0.7667963410787509,0.8885233918128655,1.2718869898848972,6.42279600864,0,0,0,-0.2336,-0.0756545454545,-0.39425075188,-0.167125609756,-0.17702571056,0.0359398613288,0.984529402236,0.939819587629,0.901416458606,0.837536399257,2.03812,17.8349230769,34.676158481,67.2030356879,2.868,1.48048484848,4.11061466165,4.6316217167,3.90120398939,2.14925207329,1.00449165956,1.0146955482,1.03271339755,1.06881655843,621.585894746,8528.0955625,11323.8010566,41662.5998427,-28.0296,-8.7768969697,10.6609868421,1.20406770638,-3.22285616503,2.30931302059,0.98105510176,0.988681339074,0.989131297759,0.982667850299,9655.0759832,20870.2930203,56556.3550155,65003.8022682,1.0366104483751541,0.9761415055532702,0.8477992595639653,,85.54970000000012
2013-01-02,79.12,1.08122219414,1.0642991659940813,1.0883081155433287,0.9329088550878435,0.9294020909197699,0.8198114185058544,0.9802998389295008,1.3846692334616733,0,0,0,0,0.0928,-0.0726363636364,-0.362537218045,-0.161612335835,-0.185603954231,0.0339069820843,1.06959390039,1.0227441653,0.982147983211,0.909461221528,2.34665894737,17.8623176923,33.3331040348,68.5818038325,5.593,0.878242424243,2.73030827068,4.93356355535,3.84863692569,2.22108453394,1.01827874086,1.02637727534,1.04645414861,1.08244667218,1046.39207238,6968.85140865,12033.3717464,41451.5629623,-26.0804,-18.0612727273,7.80950451128,2.68867037992,-3.45793969321,2.33830941721,0.995344758218,1.00057002324,1.00241363768,0.994932619301,12426.9742306,17407.6841895,55237.925003,61956.514621,0.9433771486349848,0.8930738119312436,0.7906976744186046,,85.5463000000001
