,open,percent300Avg,growth5,growth10,growth20,growth40,growth80,growth160,growth300,num,x3,x4,x5,slope5,slope10,slope20,slope40,slope80,slope160,movAvgDiff20,movAvgDiff40,movAvgDiff80,movAvgDiff160,var20,var40,var80,var160,sp_slope5,sp_slope10,sp_slope20,sp_slope40,sp_slope80,sp_slope160,sp_movAvgDiff20,sp_movAvgDiff40,sp_movAvgDiff80,sp_movAvgDiff160,sp_var20,sp_var40,sp_var80,sp_var160,dow_slope5,dow_slope10,dow_slope20,dow_slope40,dow_slope80,dow_slope160,dow_movAvgDiff20,dow_movAvgDiff40,dow_movAvgDiff80,dow_movAvgDiff160,dow_var20,dow_var40,dow_var80,dow_var160,5DayActual,10DayActual,50DayActual,k,300MovAvg
2012-09-24,8.13,1.4686100861,0.9644128113879005,1.0099378881987577,0.9023307436182021,0.9926739926739928,0.8530954879328438,0.46193181818181817,0.20148698884758365,0,0,0,0,0.0282,0.0199757575758,-0.0406586466165,-0.0287974437148,-0.0141941631505,-0.02774786921,0.991402963234,0.944387977349,0.879501291396,0.822016493412,0.0343839473689,0.222226602566,2.19184428797,2.85318795204,4.665,16.2679090909,4.66537406015,2.26987523452,2.50124728229,0.429644877333,1.03978021722,1.05011247081,1.06191706465,1.08348437274,9673.94157895,7428.01767788,7333.93575316,18026.6502767,5.986,28.288030303,16.8982853383,8.51213693715,5.5301835194,1.3665143119,1.01162415788,1.02278164314,1.03729428522,1.05199612499,34223.2900408,43252.7120251,75093.5356759,113427.882835,0.9594095940959408,1.2546125461254611,1.4440344403444034,,11.939799999999979
2012-09-25,8.11,1.47151253596,0.991442542787286,1.0150187734668334,0.8961325966850827,0.9631828978622328,0.9311136624569459,0.44100054377379005,0.19990140497904854,0,0,0,0,0.0242,0.0156121212121,-0.0373537593985,-0.0263784474672,-0.0141644881036,-0.0282023138111,0.987940065781,0.944698447829,0.881929152054,0.823689973657,0.0311673684216,0.222558910258,2.1123893038,2.69315886399,7.884,15.3583030303,5.78744924812,2.39281660413,2.53863877901,0.417860191682,1.03536863514,1.04825624015,1.06070158206,1.08261177798,9635.08417763,8532.80074359,8147.53939873,18640.9838958,3.1778,24.6437393939,18.8163180451,8.4933450516,5.73882591128,1.32847574985,1.00832062763,1.02066856632,1.03526161171,1.0503804018,26673.3420358,44904.6757138,77313.7122719,115831.701881,0.9938347718865599,1.2133168927250308,1.5548705302096177,,11.933966666666645
2012-09-26,7.71,1.54721141375,0.9506781750924785,0.9390986601705237,0.8672665916760405,0.9390986601705237,0.8528761061946903,0.42880978865406005,0.19069997526589166,5.45252774353,0,0,0,-0.0146,0.00866060606061,-0.0341330827068,-0.0241315196998,-0.0141897151899,-0.0286514959386,0.940530649588,0.90220284937,0.843302661982,0.786709607474,0.0403250000005,0.228578910258,2.04075125,2.55203700865,13.36,14.5755151515,6.90111654135,2.51652274859,2.57430563613,0.406317157927,1.03006532619,1.04561330734,1.05874317753,1.08097798142,8539.96760526,9508.9804984,8911.88282279,19222.0290425,-3.9474,20.7688363636,20.3771770677,8.45797328799,5.94355559658,1.29168512485,0.999198472335,1.01259262468,1.02691251474,1.04225807817,17691.2664893,45610.6633666,78350.1209884,117626.066636,1.0817120622568093,1.2191958495460442,1.595330739299611,,11.928999999999979
2012-09-27,7.98,1.49424394319,0.9900744416873449,0.9827586206896554,0.8856825749167593,0.9731707317073172,0.8589881593110873,0.44907146876758586,0.19845809500124348,0,0,0,0,-0.0634,0.000909090909091,-0.0308744360902,-0.0220266885553,-0.0142705535045,-0.0290948322871,0.974180553012,0.937334821166,0.877477527009,0.818110170632,0.0422765789479,0.222269487181,1.96270829114,2.37633266902,17.31,13.7947575758,7.98697368421,2.64413567073,2.60838359998,0.395036227001,1.02993473138,1.04762759729,1.06145011445,1.08422172744,8163.77180921,10569.9210962,9767.74197745,19869.0869252,-16.131,15.551169697,21.521012406,8.41397579737,6.1443794758,1.25608951854,0.995444662567,1.00894467731,1.02289946128,1.03859453227,16122.3948303,45941.934451,78083.2930127,119181.194507,1.1215538847117792,1.1979949874686717,1.5275689223057642,,11.924066666666647
2012-09-28,7.86,1.51637828668,0.9257950530035336,0.9401913875598087,0.8713968957871397,1.0141935483870967,0.8379530916844349,0.44356659142212196,0.20153846153846156,7.89639924194,0,0,0,-0.1006,-0.00765454545455,-0.027742481203,-0.0200915572233,-0.0144082542194,-0.0295323058274,0.960938932698,0.927078111639,0.869180581665,0.809698873916,0.0474681578953,0.21727121795,1.8753756962,2.19904493317,18.334,13.0433939394,9.03077819549,2.77742249062,2.6409480412,0.38403715172,1.0299447057,1.04948820957,1.06399963886,1.08737865256,8056.87407237,11710.6073013,10695.0129494,20577.084834,-24.453,9.91654545455,22.2931157895,8.37313107411,6.34188021712,1.22180569453,1.00009043603,1.01394453901,1.02768544571,1.04393854224,14219.7387735,46797.1312712,77930.8852125,121204.755768,1.2188295165394403,1.1959287531806615,1.5674300254452926,,11.918733333333313
2012-10-01,7.8,1.52568803419,0.9594095940959408,0.9252669039145908,0.8904109589041096,0.9948979591836735,0.8201892744479495,0.43697478991596633,0.19461077844311378,8.55321861058,0,0,0,-0.0528,-0.0332060606061,-0.019495112782,-0.0151860928705,-0.0151180921824,-0.0308089152958,0.957231392281,0.931482310793,0.876872488126,0.813564625584,0.0616765789479,0.192818910258,1.61930879747,1.83032106525,9.254,11.7261515152,11.6878646617,3.20037277205,2.73067280532,0.353014629783,1.02612340789,1.05109148466,1.06756078308,1.09255853942,5951.81723027,14971.7974599,13478.4610364,22935.5061925,-15.2214,-5.49742424242,22.1753981203,8.34518034709,6.90949696583,1.12489284066,0.994460835842,1.00905809875,1.02149970925,1.03945626004,7098.01642742,48456.0340574,71450.6904405,126776.801043,1.3076923076923077,1.1935897435897438,1.6641025641025642,,11.900366666666647
2012-10-02,8.06,1.47576923077,0.9938347718865599,0.9853300733496333,0.9722557297949338,1.0346598202824133,0.8760869565217393,0.47411764705882353,0.22076143522322653,0,0,0,0,-0.0172,-0.0385636363636,-0.0175071428571,-0.0139476078799,-0.015407480661,-0.0312203784205,0.990050362363,0.966484801247,0.911468272479,0.843211999555,0.0618305263163,0.165533076925,1.48290175633,1.78478757468,,,,,,,,,,,,,,,-5.259,-8.49786060606,21.3990067669,8.38314643527,7.08933535074,1.09497216624,0.999490319321,1.01423337825,1.02648332757,1.04520046567,5081.90956427,48844.1083548,68680.6942985,128907.737322,1.2208436724565757,1.150124069478908,1.6426799007444168,,11.894699999999979
2012-10-03,8.34,1.4254716227,1.0817120622568093,1.028360049321825,1.0503778337531486,1.0245700245700244,0.8797468354430379,0.4722536806342016,0.21656712542196832,0,0,0,0,0.0194,-0.0385151515152,-0.0154676691729,-0.0128930581614,-0.015708327473,-0.0316226535033,1.02306182532,1.00207263224,0.94837389129,0.874729596853,0.0637642105268,0.153717884617,1.33674075949,1.74865369497,8.824,11.7652424242,12.8646447368,3.51566768293,2.78754771742,0.334981489603,1.02514933728,1.05308630849,1.07075695619,1.09689646232,4889.10581579,17423.8880449,15564.370943,24844.8697617,1.6694,-9.86171515152,20.3568383459,8.44650562852,7.2624718164,1.06658445987,0.99627063992,1.0107165478,1.02286301111,1.04221345245,3170.36322216,47423.9863939,65338.5848112,130633.594961,1.1270983213429258,1.130695443645084,1.5923261390887289,,11.888433333333314
2012-10-04,8.95,1.32795158287,1.1215538847117792,1.1104218362282876,1.1272040302267001,1.0888077858880776,0.9900442477876107,0.5126002290950744,0.23702330508474576,0,0,0,0,0.0808,-0.0311393939394,-0.0130063909774,-0.0119700515947,-0.0160125659283,-0.0320147578702,1.09393143067,1.07555956136,1.02240436378,0.940737480374,0.0940871052637,0.151693269232,1.19200125,1.70433568789,10.649,11.806,13.2702575188,3.68665384615,2.81596499209,0.327035625018,1.02758132916,1.0565071067,1.07496360367,1.10178303793,5100.19349342,18872.76225,16794.1331503,25963.4356202,5.2726,-10.4626363636,19.0857195489,8.51748501407,7.42737409019,1.03977213475,0.997617725083,1.01107560677,1.02337707675,1.0433018009,3221.51656216,45885.4696564,64489.417088,132152.785265,1.0681564245810058,1.0927374301675978,1.516201117318436,,11.885166666666647
2012-10-05,9.58,1.24050104384,1.2188295165394403,1.1283863368669023,1.182716049382716,1.1640340218712029,1.0715883668903803,0.5489971346704872,0.2568364611260054,0,0,0,0,0.1662,-0.014296969697,-0.00976654135338,-0.0111094981238,-0.0163120663385,-0.0323956907191,1.16226872915,1.14930118169,1.09799426934,1.00871968675,0.191430263158,0.17994846154,1.07529873418,1.65734235456,13.695,12.1073333333,13.5739116541,3.87081977017,2.8449022064,0.319875157935,1.03420530837,1.06449851189,1.08393770864,1.11165803479,5616.36642106,20773.6133269,18331.2953952,27311.6207703,7.5614,-9.77312121212,17.6785676692,8.60665180582,7.58454855397,1.0146638868,1.0029814075,1.01563749625,1.02816959011,1.0488379717,3302.29596321,44752.0064964,63570.1044197,134219.23901,0.9812108559498957,1.0020876826722338,1.4405010438413361,,11.88399999999998
2012-10-08,10.2,1.16466993464,1.3076923076923077,1.2546125461254611,1.2670807453416146,1.2378640776699028,1.137123745819398,0.5765969474279253,0.2659019812304484,0,0,0,0,0.3412,0.0704484848485,0.00376353383459,-0.00888037054409,-0.017150483474,-0.0334653986728,1.20538879697,1.21490039603,1.1787989541,1.07836659178,0.527911578948,0.312148141027,0.777461249999,1.55390408805,16.358,12.9434848485,13.8447913534,4.49039751407,2.93265920212,0.303507894901,1.01650864635,1.04728055199,1.06932871904,1.09869745236,6123.55971053,24254.808742,22153.9191123,31015.3380148,19.7024,-2.30623030303,12.6028917293,8.90715204034,8.00609976705,0.950782041779,1.00577606759,1.01612624221,1.02924473591,1.05146299802,3587.67670637,43211.3541887,64630.7963804,140578.071194,0.9127450980392158,0.9009803921568628,1.3215686274509806,,11.879633333333313
2012-10-09,9.84,1.20724593496,1.2208436724565757,1.2133168927250308,1.2315394242803503,1.1245714285714286,1.088495575221239,0.5992691839220462,0.26317197111527146,0,0,0,0,0.3096,0.105412121212,0.00932481203008,-0.00828970450281,-0.0173929486053,-0.0337951985124,1.15107913669,1.16916679044,1.14043983427,1.04146959404,0.613455526316,0.355208653848,0.668515886074,1.52772436714,9.006,12.2361515152,13.7220714286,4.70299331614,2.96017043923,0.299812393337,1.00761872476,1.03743459487,1.06048164847,1.09022578504,5658.35436843,23768.8971651,22867.323718,31889.884682,19.8718,1.1078,10.8011026316,9.00214305816,8.12850456956,0.933890576292,1.00367909311,1.01316244504,1.02654390089,1.04918410645,3663.97693137,41771.1809035,65200.0253481,142438.554155,0.9420731707317073,0.9766260162601625,1.3363821138211383,,11.87929999999998
2012-10-10,9.4,1.26346099291,1.1270983213429258,1.2191958495460442,1.1449451887941533,1.0854503464203233,1.0118406889128095,0.5897114178168131,0.2569007925662749,0,0,0,0,0.2186,0.137006060606,0.0148928571429,-0.00785422138837,-0.0176234426278,-0.0341119704383,1.0910568162,1.11476770731,1.09326161227,0.996409216785,0.63433131579,0.37673070513,0.546990110758,1.49592451258,-0.687,11.0673636364,13.4774774436,4.91230171201,2.98626506827,0.296949030602,1.00292689661,1.03223374305,1.05619766496,1.08637288512,4763.91023685,23224.2770256,23453.544076,32700.6526714,11.4614,3.9000969697,8.99768007519,9.08039357411,8.23981169274,0.919442084499,0.995972910573,1.00412432706,1.01776922456,1.0406341092,3730.30505558,37565.788281,64838.8734779,143536.332382,1.003191489361702,0.8787234042553191,1.3914893617021276,,11.876533333333313
2012-10-11,9.56,1.24215132497,1.0681564245810058,1.1979949874686717,1.1773399014778327,1.0790067720090295,1.0,0.5926844389336641,0.26034858387799564,0,0,0,0,0.1162,0.161054545455,0.0204609022556,-0.00754967166979,-0.0178292487107,-0.0344154196392,1.10278002076,1.13105977698,1.11506385957,1.0142227232,0.677441052632,0.406176858976,0.449278734176,1.48370226022,-11.008,9.36860606061,13.1015902256,5.11871939493,3.01105478639,0.294888236296,0.997109545394,1.02558472133,1.05023253526,1.08081820086,3985.36065132,22393.5888397,23741.8712405,33406.4907469,-4.1462,5.07773939394,7.15407406015,9.14009106473,8.33900904096,0.907283308918,0.987482446492,0.994004667389,1.0076566539,1.0307354145,5050.47353137,33196.7005241,62732.6622449,144120.050542,1.0230125523012552,0.897489539748954,1.3420502092050208,,11.874966666666646
2012-10-12,9.4,1.26307092199,0.9812108559498957,1.1959287531806615,1.1244019138755983,1.0363836824696804,0.94662638469285,0.6088082901554405,0.26471416502393696,0,0,0,0,0.0164,0.17403030303,0.0258139097744,-0.00741224202627,-0.0180114217065,-0.0347057358198,1.07866200011,1.11002863638,1.09989761591,0.998194754168,0.701699736843,0.426517371796,0.342755379745,1.47122742138,-16.917,7.46609090909,12.6205169173,5.32671024859,3.034711703,0.29366691631,1.0012195914,1.02929104057,1.05482965503,1.08628650022,3123.49191448,21573.9462035,23962.1289098,34211.9195597,-25.3474,4.53947878788,5.31909736842,9.18815860694,8.42556168981,0.897417337011,0.986945558209,0.99186961552,1.00552296939,1.02907973556,6401.13972084,28781.3452254,59282.5163822,144601.666309,1.0212765957446808,0.9351063829787233,1.376595744680851,,11.872866666666646
2012-10-15,9.31,1.27467239527,0.9127450980392158,1.1935897435897438,1.1043890865954924,1.0043149946062568,0.954871794871795,0.6010329244673983,0.28340943683409436,0,0,0,1,-0.0852,0.141557575758,0.0409191729323,-0.00651812851782,-0.0184036714721,-0.0354976220995,1.04801035628,1.08936668129,1.08574594011,0.99095263438,0.699897631579,0.472813782053,0.361164493669,1.44608427673,-6.434,0.884515151515,10.7349379699,5.94911315666,3.10042270277,0.294568208536,0.997679146422,1.02182326762,1.04982586065,1.08318366881,1817.91063158,17255.6536394,24067.2975914,36382.195051,-48.0232,-5.93851515151,0.337064661654,9.2858504925,8.61241224215,0.880730773175,0.99000101603,0.990594894686,1.00412011367,1.02901513677,8777.91550111,17337.9533477,48073.906262,146799.284132,0.987110633727175,1.0193340494092373,1.3780880773361976,,11.867199999999979
2012-10-16,9.27,1.27984537936,0.9420731707317073,1.150124069478908,1.1332518337408313,1.0198019801980198,0.9799154334038054,0.5739938080495356,0.28567026194144834,0,0,0,1,-0.0754,0.114303030303,0.0458928571429,-0.00599589587242,-0.018481834564,-0.0357347482751,1.03442504045,1.0804825456,1.07938171339,0.987371602415,0.628876578948,0.475686923078,0.365224746834,1.44098974449,-0.599,-1.2326969697,10.0501447368,6.15528271576,3.12170568888,0.296259692151,1.00066493408,1.02332564712,1.05237131155,1.08641313173,1572.45207895,15198.3640769,23963.4414557,36985.6592916,-32.363,-10.2494848485,-0.912151503759,9.28009631801,8.65424136633,0.878478678641,0.997130763626,0.996901633046,1.01071467071,1.03604396322,8858.37280111,12944.2595343,46424.2303873,148173.199145,1.0366774541531822,1.1995685005393744,1.377562028047465,,11.864166666666646
2012-10-17,9.43,1.25787203959,1.003191489361702,1.130695443645084,1.1627620221948212,1.0128893662728249,0.9731682146542828,0.6048749198203976,0.282673860911271,0,0,0,0,-0.0392,0.0829696969697,0.0506586466165,-0.00535738742964,-0.0185377930145,-0.0359580964161,1.04383440337,1.09488839221,1.09603370623,1.00525681087,0.584193684211,0.487205064104,0.371942721517,1.43028568789,1.618,-3.03036363636,9.32523496241,6.35741733114,3.14283777983,0.298561089575,0.995174205807,1.01619079777,1.04563770984,1.08001563301,1428.20323027,13639.9032308,23667.4475807,37451.4114524,-5.7158,-12.926769697,-1.9641,9.26668445122,8.68905924314,0.87780540402,1.00526068629,1.00503393613,1.01880884259,1.04462378243,9003.50992111,12250.2961625,45249.1495032,150191.076239,0.8759278897136797,1.170731707317073,1.44220572640509,,11.861733333333314
2012-10-18,9.78,1.21258009543,1.0230125523012552,1.0927374301675978,1.2133995037220842,1.0516129032258064,1.01875,0.6085874299937771,0.291158082762727,0,0,0,0,-0.004,0.0531393939394,0.0553394736842,-0.00459936679174,-0.018565201594,-0.0361671165439,1.07119386637,1.13001530951,1.1344720587,1.04300530568,0.531242105264,0.513589679489,0.388736139239,1.42460949685,1.276,-4.39557575758,8.55490225564,6.55482727486,3.16397162887,0.301460727836,0.994492426395,1.01398497923,1.04376717543,1.07860562931,1361.4705,12338.791024,23270.808519,37821.471682,20.8394,-14.1044363636,-2.80378120301,9.22963878987,8.71666431962,0.878732984443,1.00601964387,1.00555210291,1.01937474373,1.04532026237,9351.64738821,11523.7396131,45510.9780239,152300.481697,0.8773006134969326,1.088957055214724,1.3435582822085892,,11.859033333333313
2012-10-19,9.6,1.23497222222,1.0212765957446808,1.0020876826722338,1.1307420494699645,1.0180275715800635,1.0020876826722338,0.5857230018303844,0.27203173703598754,0,0,0,0,0.021,0.0267393939394,0.0596443609023,-0.00372748592871,-0.0185671867675,-0.0363620417607,1.04155365086,1.10443210906,1.11135228999,1.02436194122,0.450011578948,0.527166602566,0.398433148733,1.41818266902,0.923,-5.05560606061,7.77984586466,6.74299448874,3.18536308163,0.30499231339,1.00044039402,1.01869794093,1.04930798204,1.08468731531,1256.10823027,11025.3185641,23358.6362595,38292.4223129,38.3886,-13.6388060606,-3.42714511278,9.16835257974,8.7368894588,0.881252248257,1.0052107535,1.00448864598,1.01832638358,1.04436104098,9614.31900505,10681.9083721,45629.9747846,154313.567694,0.9156249999999999,1.146875,1.4364583333333334,,11.855733333333314
2012-10-22,9.19,1.28893725063,0.987110633727175,0.9009803921568628,1.130381303813038,1.0199778024417314,0.9735169491525424,0.5875959079283887,0.2618233618233618,0,0,0,1,0.0356,-0.0143575757576,0.0687436090226,-0.000416135084428,-0.0184595039264,-0.0368649864863,0.972435320882,1.04482278373,1.05685330267,0.98333467084,0.135047105264,0.535604551284,0.401885680378,1.37549628931,2.243,-3.46957575758,5.50552067669,7.23051887899,3.25113325568,0.318571083862,0.993905085427,1.00768310925,1.03965670154,1.07547594821,1127.30786843,7066.89387179,23398.5551756,39195.679805,21.2112,-3.99441212121,-4.0692056391,8.87668517824,8.75253134523,0.897687247671,0.99030502521,0.988570962278,1.00173089408,1.02783477849,10869.2405569,8344.08250231,42078.73035,158482.922563,1.0326441784548424,1.188248095756257,1.498367791077258,,11.845333333333311
2012-10-23,9.61,1.23244536941,1.0366774541531822,0.9766260162601625,1.1849568434032058,1.0618784530386738,0.9846311475409836,0.603643216080402,0.27535816618911174,0,0,0,0,0.0102,-0.0136060606061,0.0699030075188,0.000920966228893,-0.0184000117206,-0.0370062297661,1.0100903931,1.08796558361,1.10234865648,1.02928674231,0.0672357894742,0.539472820514,0.402706265821,1.35693465015,2.361,-2.19318181818,4.7774924812,7.36428869606,3.27408701799,0.324033532499,1.00000717833,1.01236146216,1.04480662277,1.08105107328,1127.29086185,6062.04004968,23330.9372907,39396.3474843,-4.1336,-0.628806060606,-4.05396315789,8.73599036116,8.74250839926,0.905450860355,0.990844844303,0.988589081498,1.0013451385,1.02752263485,11710.5336556,8218.32458969,39641.6123366,158445.69758,1.157127991675338,1.1612903225806452,1.4869927159209158,,11.843799999999979
2012-10-24,8.26,1.43323244552,0.8759278897136797,0.8787234042553191,1.0713359273670557,0.9291338582677164,0.8411405295315681,0.5455746367239102,0.24032586558044808,0,0,0,1,-0.065,-0.0152242424242,0.0689872180451,0.00225567542214,-0.0183395188701,-0.037135808314,0.871353974366,0.93539437178,0.946921930528,0.886087831043,0.132005000001,0.54214846154,0.395578227847,1.35380778302,,,,,,,,,,,,,,,-37.0338,0.843472727272,-4.2617443609,8.55384842871,8.72249914733,0.914194661535,0.974340045719,0.971494430963,0.983032091721,1.00869253437,18267.8780727,12060.7502644,37791.3516911,157568.062615,1.3365617433414043,1.3196125907990315,1.6791767554479418,,11.83849999999998
2012-10-25,8.58,1.37927738928,0.8773006134969326,0.897489539748954,1.075187969924812,0.9522752497225305,0.8773006134969326,0.5611510791366907,0.26888122845502976,0,0,0,0,-0.141,-0.0198484848485,0.0663684210526,0.00362497654784,-0.0182719482536,-0.0372532059358,0.909910387613,0.971027614305,0.982494310293,0.921496895452,0.171426052632,0.538050256412,0.384719477847,1.3507569772,1.228,0.335121212121,3.34937781955,7.58468972795,3.32243336117,0.336808902753,0.997066021969,1.00583507038,1.03818906669,1.07445269042,843.847177637,4741.36771634,23128.5990491,39342.1434528,-65.45,-0.132793939395,-4.67800225564,8.31251953565,8.69415292282,0.923882807373,0.974336985658,0.970552097209,0.981258478756,1.00654522024,24037.8799306,16130.4188715,37914.2370577,155716.114015,1.2412587412587412,1.3158508158508158,1.6083916083916086,,11.83419999999998
2012-10-26,8.79,1.34591581342,0.9156249999999999,0.9351063829787233,1.1183206106870227,0.9745011086474501,0.827683615819209,0.5711500974658869,0.2870672762900065,0,0,0,0,-0.1808,-0.0258242424242,0.0623635338346,0.00501606472795,-0.0181957424988,-0.0373580775555,0.936102236422,0.993585214909,1.00560576593,0.945027919447,0.190115789474,0.532176346155,0.380244556961,1.34583914701,-0.58,1.00484848485,2.68477255639,7.66340032833,3.34806426541,0.344066070238,0.997430580574,1.0041220492,1.03657081271,1.07271817207,555.003493426,3981.42807051,23110.9365127,39119.8128868,-80.4274,-3.29679393939,-5.24620827068,8.01667443715,8.6579581165,0.934547607725,0.977861480307,0.973163448464,0.983115818828,1.0081161789,27748.7501622,19457.2923487,37993.8501304,153861.146004,1.2525597269624575,1.2650739476678043,1.59613196814562,,11.83059999999998
2012-10-31,9.49,1.24424306287,1.0326441784548424,1.0193340494092373,1.2166666666666668,1.0833333333333335,0.7934782608695652,0.6158338741077223,0.3127883981542518,0,0,0,0,0.0396,-0.0690424242424,0.0295661654135,0.0121680581614,-0.0176671252344,-0.0376988637862,1.03225104694,1.06256123163,1.08031191303,1.02426421484,0.17717131579,0.486888141027,0.369278227847,1.32996474449,-9.302,-1.36712121212,-0.186197368421,7.68440337711,3.48180636867,0.389775558402,0.982044290122,0.982871300054,1.01343734083,1.04837893172,596.696440794,2247.01663461,22407.9397781,37864.4148419,-7.8028,-35.2573757576,-9.48417142857,5.79942178705,8.36654800164,1.00175684905,0.985658981562,0.977670686224,0.983629482582,1.0068069042,33627.6493569,30951.9798769,39429.3824222,144676.970867,1.1506849315068493,1.2044257112750263,1.5205479452054793,,11.807866666666646
2012-11-01,11.12,1.06180455635,1.157127991675338,1.1995685005393744,1.379652605459057,1.3413751507840772,0.9383966244725738,0.7354497354497355,0.3760568143388569,0,0,0,0,0.169,-0.0563454545455,0.0234360902256,0.0138160178236,-0.0175023719526,-0.0377257028778,1.19834042782,1.23596754474,1.26161133408,1.19935825705,0.362478684211,0.60029846154,0.437419477847,1.34728161949,-11.657,-2.52578787879,-0.641018796992,7.6099880394,3.50802696466,0.400791595863,0.987203940462,0.98692300367,1.01726598035,1.05226638438,779.212078952,1903.00102404,22065.5334241,37512.716956,1.6738,-38.4144121212,-10.4750150376,5.23319350375,8.2858190855,1.01858334728,0.985877930605,0.977963587418,0.983107886251,1.00589869842,35536.4125461,32289.4133362,39892.1378051,143206.626454,1.0035971223021583,1.0287769784172662,1.3237410071942448,,11.807266666666646
2012-11-02,11.04,1.06942028986,1.3365617433414043,1.170731707317073,1.3237410071942446,1.3904282115869016,0.9230769230769229,0.7335548172757475,0.35282837967401726,0,0,0,0,0.2802,-0.0301212121212,0.0183462406015,0.0156122420263,-0.0173055936474,-0.0377367780785,1.17929818939,1.21844218194,1.24832157849,1.18996773129,0.517760789474,0.69656096154,0.498937958859,1.36270156839,-10.388,-3.42763636364,-0.988135338346,7.51268222326,3.53454726324,0.412492483685,1.0004704842,0.999389641664,1.03000305949,1.06537694256,775.865861847,1455.83615384,21967.745981,37321.8937924,6.161,-38.149369697,-11.422787594,4.64864913227,8.19925614305,1.03674557481,0.996323956786,0.98865414036,0.993118916125,1.01586145725,35585.1172674,31813.4298974,39687.3354395,141947.108929,0.9873188405797102,1.0516304347826086,1.3179347826086958,,11.806399999999977
2012-11-05,10.65,1.1068200313,1.2412587412587412,1.088957055214724,1.1899441340782124,1.3413098236775818,0.930944055944056,0.6761904761904762,0.3423336547733848,0,0,0,0,0.4064,0.0942606060606,0.0106319548872,0.021501336773,-0.0165383116503,-0.0376754498162,1.10949057193,1.14759839444,1.19488387748,1.14607784451,0.841672631579,0.820628141027,0.654542784809,1.40030345519,6.532,-4.19027272727,-1.68928195489,7.0838989212,3.61466264504,0.452551566803,1.00177407911,0.999582814161,1.02861025512,1.06377141482,748.161388162,1230.34354968,21700.5118972,36967.1843459,19.8814,-20.9289151515,-14.0127210526,2.80342371013,7.90549765735,1.09900494111,0.987633049816,0.980009271414,0.982540955709,1.00404510727,35750.6927885,32639.8620831,39829.9222973,137194.923083,1.0600938967136149,1.100469483568075,1.315492957746479,,11.787633333333309
2012-11-06,11.01,1.06985467757,1.2525597269624575,1.146875,1.149269311064718,1.3592592592592594,0.9450643776824034,0.7039641943734015,0.3594515181194907,0,0,0,0,0.2902,0.137957575758,0.0106221804511,0.0235068714822,-0.0162246688936,-0.0376242304692,1.1376317421,1.17678495083,1.23226727105,1.18383914411,0.938385263158,0.848111794873,0.708113860758,1.41730056603,10.383,-3.7273030303,-1.79480263158,6.89740912289,3.64081058808,0.467591474826,1.00124893607,0.998897276559,1.02732324231,1.06241194121,749.905631583,1176.2351266,21571.7176388,36875.9576101,12.416,-13.6994727273,-14.7385548872,2.14061784709,7.7947185024,1.12158297446,0.99085435422,0.982177493185,0.984289514744,1.00544460988,32112.4307853,34052.0092285,40321.8647028,135884.658729,1.0099909173478656,1.0572207084468666,1.3024523160762942,,11.779099999999977
2012-11-07,10.92,1.07797313797,1.1506849315068493,1.188248095756257,1.0705882352941176,1.3565217391304347,0.8914285714285715,0.6711739397664414,0.3368291178285009,0,0,0,0,0.1482,0.1746,0.0119740601504,0.0254986397749,-0.0158778788678,-0.0375583405968,1.1217257319,1.15769944341,1.21937942297,1.17306620654,1.01560526316,0.847444871796,0.756149224682,1.43339320361,10.981,-2.72815151515,-1.83358834586,6.69264317542,3.6675736199,0.483371047972,1.00531298632,1.00300448068,1.03093587934,1.06606521379,781.163184215,1153.92882051,21481.0643022,36611.2785416,4.8136,-6.55502424242,-15.2917169173,1.4660625,7.68046146859,1.14503876146,1.00072306755,0.991220035185,0.99289367336,1.01381648129,26504.1965748,33940.5970743,40370.3076871,133590.63223,1.0467032967032968,1.0796703296703296,1.304029304029304,,11.771466666666642
2012-11-08,11.16,1.05422043011,1.0035971223021583,1.1612903225806452,1.1341463414634148,1.3967459324155194,0.9177631578947368,0.6735063367531684,0.3479887745556595,0,0,0,0,0.0374,0.202915151515,0.0149041353383,0.027494934334,-0.0154860451828,-0.0374774906979,1.13726689086,1.17288491855,1.24258872651,1.19687910556,1.11511684211,0.853579487181,0.816765506328,1.45245100629,9.528,-1.40296969697,-1.80046052632,6.47103623358,3.69487859675,0.499890160352,1.00641295854,1.00385672611,1.03121524254,1.06629784149,792.385861847,1132.74215384,21379.6201123,36386.0027043,-12.0566,-1.74886666667,-15.8543233083,0.752797842402,7.5598371601,1.16893138971,0.980645669081,0.970087934591,0.971030470546,0.990917727862,24202.3464148,37603.6530051,42248.6231519,130952.671853,1.025089605734767,1.0681003584229392,1.2437275985663083,,11.765099999999975
